,0
0,The
1,idea
2,is
3,to
4,convert
5,the
6,list
7,of
8,lists
9,to
10,lists
11,of
12,tuples
13,","
14,which
15,are
16,hashable
17,and
18,are
19,","
20,thus
21,","
22,candidates
23,of
24,making
25,sets
26,themselves
27,:
28,And
29,one
30,more
31,touch
32,:
33,ADDED
34,In
35,python
36,2
37,.7
38,the
39,final
40,touch
41,is
42,simpler
43,:
