,0
0,I
1,just
2,got
3,through
4,the
5,Flask
6,mega
7,-tutorial's
8,section
9,on
10,implementing
11,full
12,text
13,search
14,with
15,Flask
16,-WhooshAlchemy
17,(http://blog.miguelgrinberg.com/post/the-flask-mega-tutorial-part-x-full-text-search)
18,and
19,I
20,have
21,the
22,posts
23,"below:
I tried using Post.query.whoosh_search('fourth AND not')"
24,.all()
25,expecting
26,to
27,get
28,back
29,[Post
30,u
31,'not
32,my
33,fourth
34,']
35,as
36,a
37,result
38,but
39,I
40,'m
41,getting
42,both
43,of
44,the
45,original
46,posts
47,instead
48,.
49,How
50,do
51,I
52,get
53,WhooshAlchemy
54,to
55,treat
56,the
57,not
58,as
59,a
60,string
61,rather
62,than
63,an
64,operator
65,?
