,0
0,Use
1,wx
2,.aui.AuiManager.SavePerspective
3,and
4,wx
5,.aui.AuiManager.LoadPerspective
6,to
7,load
8,and
9,save
10,layout
11,data
12,(assuming
13,you
14,have
15,a
16,consistent
17,set
18,of
19,panes
20,when
21,you
22,load
23,as
24,you
25,had
26,when
27,you
28,saved
29,)
30,For
31,wxPython
32,SavePerspective
33,will
34,just
35,return
36,a
37,string
38,which
39,you
40,can
41,store
42,somewhere
43,and
44,then
45,pass
46,into
47,LoadPerspective
48,.
49,This
50,may
51,not
52,work
53,100
54,%
55,reliably
56,-
57,I
58,'ve
59,had
60,a
61,number
62,of
63,problems
64,with
65,it
66,before
67,.
68,Documentation
69,for
70,wxWidgets
71,is
72,here
73,:
74,http
75,://docs.wxwidgets.org/2.8/wx_wxauimanager.html#wxauimanagersaveperspective
76,http
77,://docs.wxwidgets.org/2.8/wx_wxauimanager.html#wxauimanagerloadperspective
78,For
79,a
80,single
81,pane
82,in
83,a
84,manager
85,","
86,you
87,can
88,use
89,SavePaneInfo
90,and
91,LoadPaneInfo
92,on
93,the
94,wx
95,.aui.AuiManager
