,0
0,I
1,am
2,trying
3,to
4,make
5,a
6,link
7,in
8,the
9,sidebar
10,of
11,my
12,Person
13,model
14,as
15,persons
16,.
17,For
18,that
19,I
20,made
21,a
22,templatetags
23,folder
24,where
25,my
26,member_template_tags
27,.py:
28,and
29,my
30,view
31,file
32,:
33,my
34,person_list
35,.html:
36,and
37,in
38,base
39,".html,"
40,sidebar
41,code
42,is
43,:
44,When
45,I
46,tried
47,it
48,gives
49,following
50,traceback
51,:
52,Template
53,error
54,:
55,Exception
56,Type
57,:
58,NoReverseMatch
59,at
60,/person/
61,Edit
62,:
63,When
64,I
65,use
66,The
67,same
68,code
69,gives
70,'get_person_list'
71,received
72,too
73,many
74,positional
75,arguments
76,errors
77,.
78,The
79,new
80,traceback
81,:
82,How
83,do
84,I
85,fix
86,this
87,error
88,and
89,make
90,link
91,in
92,the
93,sidebar
94,so
95,that
96,it
97,gives
98,the
99,full
100,view
101,of
102,person_list
103,template
104,?
105,Any
106,help
107,will
108,be
109,much
110,appreciated
111,.
