,0
0,"Code:
IMAGE OF DBF TABLE: http://i.stack.imgur.com/1UHE1.jpg
My problem is I can not change the records by rows, cause the position of the products (PROCOD)"
1,may
2,vary
3,.
4,Any
5,suggestions
6,to
7,get
8,the
9,PROCOD
10,and
11,change
12,the
13,value
14,of
15,PROEST
16,?
17,"UPDATED:
But the question now is, how i edit the value based on the CODIGO field (Stock code)"
18,.
19,I
20,have
21,multiples
22,stocks
23,"ID: (1, 2, 5, 11)"
24,.
25,The
26,code
27,update
28,just
29,the
30,first
31,result
32,","
33,i
34,need
35,update
36,a
37,specific
38,record
39,based
40,in
41,the
42,CODIGO
43,FIELD
44,.
45,In
46,SQL
47,would
48,be
49,:
50,"""UPDATE"
51,PROEST
52,SET
53,32
54,where
55,CODIGO=11
56,"""..."
57,or
58,CODIGO=2
59,SOLVED
60,by
61,Ethan
62,Furman
