,0
0,gethostbyaddr
1,will
2,also
3,query
4,the
5,hosts
6,file
7,-
8,/etc/hosts
9,on
10,Linux
11,;
12,Windows
13,has
14,an
15,equivalent
16,at
17,%SystemRoot%\System32\drivers\etc\hosts
18,(location
19,may
20,vary
21,with
22,older
23,versions
24,of
25,Windows
26,)
27,From
28,the
29,remote
30,computer
31,","
32,gethostbyaddr
33,will
34,be
35,doing
36,a
37,DNS
38,lookup
39,and
40,getting
41,mycomputer
42,.com.
43,On
44,your
45,local
46,computer
47,it
48,is
49,probably
50,getting
51,the
52,answer
53,from
54,your
55,hosts
56,file
57,","
58,which
59,contains
60,an
61,upper
62,case
63,version
64,of
65,your
66,hostname
67,.
