,0
0,As
1,@zacherates
2,says
3,","
4,you
5,really
6,don
7,'t
8,want
9,to
10,display
11,a
12,stacktrace
13,to
14,your
15,users
16,.
17,The
18,easiest
19,approach
20,to
21,this
22,problem
23,is
24,what
25,Django
26,does
27,by
28,default
29,if
30,you
31,have
32,yourself
33,and
34,your
35,developers
36,listed
37,in
38,the
39,ADMINS
40,setting
41,with
42,email
43,addresses
44,;
45,it
46,sends
47,an
48,email
49,to
50,everyone
51,in
52,that
53,list
54,with
55,the
56,full
57,stack
58,trace
59,(and
60,more
61,)
62,everytime
63,there
64,is
65,a
66,500
67,error
68,with
69,DEBUG = False
70,.
