,0
0,I
1,'m
2,using
3,lxml
4,on
5,Python
6,2
7,.7.
8,Given
9,a
10,node
11,","
12,node
13,and
14,a
15,child
16,","
17,child_element
18,","
19,what
20,is
21,the
22,difference
23,between
24,"these:
node.xpath('./child_element')"
25,node
26,".xpath(""*[local-name()='child_element']"")"
27,In
28,other
29,words
30,","
31,what
32,'s
33,going
34,on
35,under
36,the
37,hood
38,here
39,?
40,Is
41,there
42,any
43,reason
44,one
45,ought
46,to
47,be
48,"""better"""
49,than
50,another
51,(in
52,terms
53,of
54,performance
55,or
56,correctness
57,)?
58,I
59,'ve
60,read
61,through
62,the
63,lxml
64,docs
65,and
66,a
67,good
68,deal
69,of
70,other
71,XPath
72,query
73,resources
74,and
75,am
76,not
77,finding
78,any
79,real
80,clarification
81,.
