,0
0,I
1,have
2,a
3,file
4,at
5,/location/data.txt
6,.
7,In
8,this
9,file
10,I
11,have
12,entry
13,like
14,:
15,"aaa:xxx:abc.com:1857:xxx1:rel5t2:y
ifa:yyy:xyz.com:1858:yyy1:rel5t2:y
I want to access 'aaa' from my code either I mention aaa while giving the input in caps or small after running my python code it should return me aaa is the right item 
But here I want to include one exception that if I give the input with -mc suffix (aaa-mc)"
16,either
17,in
18,small
19,latters
20,or
21,in
22,caps
23,it
24,should
25,ignore
26,the
27,-mc.
28,Below
29,is
30,the
31,my
32,code
33,and
34,output
35,as
36,well
37,which
38,I
39,am
40,getting
41,now
42,.
43,def
44,pITEMName
45,():
46,When
47,I
48,execute
49,above
50,code
51,it
52,prompts
53,me
54,like
55,:
56,Enter
57,pipe
58,separated
59,list
60,of
61,ITEMS
62,:
63,And
64,if
65,I
66,provide
67,the
68,list
69,like
70,:
71,Enter
72,pipe
73,separated
74,list
75,of
76,ITEMS
77,:
78,aaa
79,-mc|ifa
80,it
81,gives
82,me
83,the
84,result
85,as
86,:
87,Total
88,Distint
89,item
90,Count
91,:
92,2
93,AAA
94,-MC
95,is
96,wrong
97,item
98,Name
99,items
100,Belonging
101,to
102,other
103,:
104,Other
105,center
106,:
107,item
108,Count
109,From
110,Other
111,center =  0
112,items
113,Belonging
114,to
115,Current
116,Centers
117,:
118,Active
119,items
120,in
121,US1
122,:
123,^IFA$
124,Active
125,items
126,in
127,US2
128,:
129,^AAA$
130,Ignored
131,item
132,Count
133,From
134,Current
135,center =  0
136,You
137,Have
138,Entered
139,itemList
140,belonging
141,to
142,this
143,center
144,"as: ^IFA$|^AAA$
Active item Count :  2
Do You Want To Continue [YES|Y|NO|N] :
As you must be see in above result aaa is coming as valid count (active item count : 2)"
145,because
146,its
147,available
148,in
149,/location/data.txt
150,file
151,.
152,but
153,also
154,its
155,coming
156,as
157,AAA
158,-MC
159,is
160,wrong
161,item
162,name
163,(2nd
164,line
165,from
166,above
167,result
168,).
169,I
170,want
171,'-mc
172,or
173,-MC'
174,to
175,ignore
176,with
177,any
178,item
179,present
180,or
181,non
182,present
183,in
184,/location/data.txt
185,file
186,.
187,Please
188,let
189,me
190,know
191,what
192,'s
193,wrong
194,with
195,my
196,above
197,code
198,to
199,achieving
200,this
201,.
