,0
0,How
1,can
2,I
3,get
4,amount
5,of
6,rows
7,in
8,Excel
9,file
10,via
11,xlwt
12,?
13,Is
14,it
15,unable
16,and
17,I
18,should
19,open
20,this
21,file
22,for
23,read
24,via
25,xlrd
26,just
27,for
28,get
29,this
30,info
31,?
