,0
0,If
1,you
2,'d
3,like
4,","
5,you
6,can
7,hook
8,up
9,a
10,callback
11,to
12,the
13,legend
14,that
15,will
16,show
17,/hide
18,lines
19,when
20,they
21,'re
22,clicked
23,.
24,There
25,'s
26,a
27,simple
28,example
29,"here: http://matplotlib.org/examples/event_handling/legend_picking.html
Here's a ""fancier"" example that should work without needing to manually specify the relationship of the lines and legend markers (Also has a few more features)"
30,.
31,This
32,allows
33,you
34,to
35,click
36,on
37,legend
38,items
39,to
40,toggle
41,their
42,corresponding
43,artists
44,on
45,/off.
46,For
47,example
48,","
49,you
50,can
51,go
52,from
53,this
54,:
55,To
56,this
57,:
