,0
0,Lists
1,in
2,python
3,can
4,contain
5,any
6,type
7,of
8,object
9,--
10,If
11,I
12,understand
13,the
14,question
15,correctly
16,","
17,will
18,a
19,list
20,of
21,lists
22,do
23,the
24,job
25,?
26,Something
27,like
28,this
29,(assuming
30,you
31,have
32,a
33,function
34,generate_poll_data
35,()
36,which
37,creates
38,your
39,"data:
Then, data[n] will be the list of data from the (n-1)"
40,th
41,run
42,.
