,0
0,The
1,error
2,you
3,are
4,getting
5,is
6,because
7,you
8,are
9,trying
10,to
11,index
12,a
13,list
14,using
15,a
16,tensor
17,.
18,One
19,way
20,to
21,solve
22,this
23,will
24,be
25,to
26,turn
27,the
28,list
29,into
30,a
31,tensor
32,.
33,Alternatively
34,you
35,can
36,use
37,pmc
38,.switch()
39,to
40,choose
41,between
42,priors
43,and
44,pseudopriors
45,","
46,something
47,like
48,:
49,I
50,did
51,not
52,check
53,your
54,code
55,thoroughly
56,","
57,but
58,notice
59,you
60,have
61,Instead
62,","
63,you
64,should
65,write
66,or
67,may
68,be
69,:
70,Since
71,0
72,evaluates
73,as
74,False
75,and
76,1
77,evaluates
78,as
79,True
80,.
81,Also
82,you
83,have
84,And
85,you
86,should
87,have
88,Your
89,question
90,made
91,me
92,realize
93,I
94,forgot
95,to
96,port
97,a
98,pseudoprior
99,example
100,.
101,I
102,will
103,do
104,it
105,ASAP
106,.
107,EDITED
108,Here
109,if
110,the
111,full
112,model
113,Notice
114,that
115,your
116,code
117,had
118,several
119,issues
120,","
121,like
122,missing
123,parenthesis
124,in
125,the
126,definition
127,of
128,the
129,variable
130,b
131,and
132,the
133,order
134,of
135,the
136,prior
137,and
138,pseudopriors
139,was
140,inverted
141,.
142,Additionally
143,I
144,change
145,the
146,code
147,in
148,ordet
149,to
150,let
151,aBeta
152,","
153,bBeta
154,and
155,thetahave
156,shape=nCond
157,","
158,and
159,then
160,in
161,the
162,likellihood
163,define
164,p
165,as
166,p=theta
167,[cond_idx]
168,.
169,I
170,did
171,not
172,check
173,the
174,results
175,against
176,Kruschke
177,'s
178,book
179,","
180,but
181,the
182,trace
183,look
184,reasonable
185,.
