,0
0,%d
1,stands
2,for
3,"""decimal""."
4,!
5,is
6,there
7,with
8,the
9,rest
10,of
11,the
12,string
13,.
14,%d
15,means
16,that
17,a
18,decimal
19,number
20,will
21,be
22,outputted
23,there
24,.
25,Synonim
26,for
27,%d
28,is
29,also
30,%i.
31,same
32,goes
33,for
34,instance
35,with
36,%s
37,and
38,strings
