,0
0,So
1,let
2,'s
3,say
4,I
5,have
6,the
7,following
8,example
9,"script:
If I call this script from the command line python example.pyhow can I access either hello()"
10,and
11,/or
12,bye
13,().
14,I
15,just
16,know
17,how
18,to
19,call
20,a
21,function
22,like
23,:
24,Answer
25,to
26,comments
27,:
28,So
29,there
30,is
31,no
32,way
33,of
34,choosing
35,which
36,function
37,to
38,use
39,out
40,of
41,the
42,command
43,line
44,?
45,I
46,simply
47,want
48,a
49,script
50,containing
51,like
52,two
53,differing
54,table
55,comparison
56,functions
57,and
58,be
59,able
60,to
61,choose
62,out
63,of
64,one
65,script
66,which
67,to
68,use
