,0
0,i
1,coded
2,a
3,little
4,program
5,and
6,i
7,am
8,currently
9,in
10,the
11,process
12,of
13,making
14,it
15,work
16,on
17,different
18,operating
19,systems
20,.
21,My
22,program
23,heavily
24,relies
25,on
26,the
27,function
28,count_nonzero
29,introduced
30,with
31,numpy
32,version
33,1
34,.6
35,.
36,My
37,primary
38,workstation
39,is
40,Debian
41,Linux
42,with
43,numpy
44,(ver.
45,1
46,.6.2)
47,and
48,scipy
49,(ver.
50,0
51,.11).
52,However
53,on
54,windows
55,the
56,setup
57,could
58,involve
59,older
60,numpy
61,version
62,below
63,1
64,".6,"
65,where
66,the
67,count_nonzero
68,command
69,isn
70,'t
71,available
72,.
73,Therefore
74,i
75,am
76,in
77,need
78,of
79,a
80,custom
81,count_nonzero
82,function
83,which
84,works
85,on
86,systems
87,with
88,older
89,numpy
90,versions
91,.
92,def
93,count_nonzero
94,"(self,array):"
95,How
96,can
97,i
98,achieve
99,this
100,?
