,0
0,Just
1,extending
2,on
3,the
4,accepted
5,answer
6,.
7,Note
8,that
9,if
10,memory
11,is
12,constrained
13,or
14,you
15,want
16,more
17,space
18,","
19,you
20,can
21,choose
22,df
23,['a'].astype(np.float32)
24,as
25,the
26,answer
27,gives
28,or
29,equally
30,substitute
31,np
32,".float16,"
33,or
34,np
35,.float64
36,for
37,numbers
38,","
39,np
40,".int16,"
41,np
42,".int32,"
43,np
44,.int64
45,for
46,integers
47,","
48,Many
49,applications
50,you
51,can
52,take
53,down
54,to
55,int16
56,/
57,float16
58,and
59,shrink
60,your
61,data
62,footprint
63,if
64,accuracy
65,is
66,fine
67,for
68,your
69,application
70,.
