,0
0,I
1,got
2,a
3,solution
4,from
5,here
6,I
7,created
8,a
9,view
10,function
11,context
12,in
13,my
14,base
15,template
16,my
17,sales
18,template
19,I
20,don
21,'t
22,know
23,this
24,is
25,the
26,correct
27,method
28,.
29,but
30,this
31,solution
32,works
33,for
34,me
35,.
