,0
0,This
1,error
2,is
3,raised
4,because
5,a
6,set
7,can
8,only
9,contain
10,immutable
11,types
12,.
13,Or
14,sets
15,are
16,mutable
17,.
18,However
19,there
20,is
21,the
22,frozenset
23,type
24,:
