,0
0,It
1,has
2,to
3,break
4,r = a
5,[r+1][c+2]
6,you
7,'re
8,reassigning
9,the
10,value
11,of
12,'r'
13,in
14,that
15,line
16,.
17,please
18,also
19,note
20,that
21,you
22,shouldn
23,'t
24,name
25,your
26,string
27,"""str"""
28,as
29,it
30,is
31,the
32,name
33,of
34,the
35,python
36,string
37,module
38,and
39,you
40,won
41,'t
42,be
43,able
44,to
45,use
46,it
47,.
