,0
0,if
1,you
2,are
3,using
4,Anaconda3
5,","
6,please
7,do
8,:
9,update
10,your
11,C
12,:\Anaconda3\Lib\site-packages\notebook\static\custom\custom.css
13,update
14,your
15,C
16,":\Anaconda3\Lib\site-packages\notebook\static\custom\custom.js,"
17,and
18,we
19,add
20,a
21,shortcut
22,ctrl
23,+
24,for
25,toggle
26,the
27,header
