,0
0,I
1,installed
2,cache
3,-machine
4,for
5,my
6,Django
7,1
8,.6
9,project
10,as
11,described
12,here
13,:
14,http
15,://cache-machine.readthedocs.org/en/latest/
16,Now
17,in
18,django
19,'s
20,admin
21,","
22,I
23,cannot
24,see
25,new
26,entries
27,anymore
28,.
29,Cache
30,invalidation
31,does
32,not
33,work
34,.
35,I
36,can
37,see
38,that
39,the
40,entry
41,is
42,beeing
43,generated
44,in
45,the
46,DB
47,","
48,but
49,it
50,does
51,not
52,show
53,up
54,in
55,admin
56,'s
57,list
58,-view.
59,What
60,am
61,I
62,doing
63,wrong
64,?
65,Thx
66,in
67,advance
68,!
