,0
0,Skipping
1,link
2,https://pypi.python.org/packages/cp26/c/cffi/cffi-0.8.1-cp26-none-win32.whl#md5=43c5e5dee0623bedecddda42a3244b81 (from https://pypi.python.org/simple/cffi/)
3,;
4,unknown
5,archive
6,format
7,:
8,.whl
9,-
10,it
11,seems
12,your
13,pip
14,is
15,old
16,and
17,doesn
18,'t
19,support
20,wheels
21,.
22,Try
23,updating
24,pip
25,first
26,.
