,0
0,I
1,'m
2,currently
3,trying
4,to
5,teach
6,myself
7,Python
8,with
9,the
10,Python
11,Crash
12,Course
13,book
14,by
15,Eric
16,Matthes
17,and
18,I
19,seem
20,to
21,be
22,having
23,difficulties
24,with
25,excercise
26,5
27,-9
28,regarding
29,using
30,if
31,tests
32,to
33,test
34,empty
35,lists
36,.
37,Here
38,is
39,the
40,"question:
5-9. No Users: Add an if test to hello_admin.py to make sure the list of users is not empty. 
• If the list is empty, print the message We need to find some users!
• Remove all of the usernames from your list, and make sure the correct message is printed.
Here is my code from hello_admin.py:
Now here is my code for 5-9 which is not outputting anything:
Does anyone having any feedback for why my code is not outputting: ""We need to find some users!"" Thank you for your time. :)"
