,0
0,I
1,want
2,to
3,build
4,an
5,executable
6,to
7,distribute
8,to
9,people
10,without
11,python
12,installed
13,on
14,their
15,machines
16,.
17,Is
18,there
19,an
20,add
21,-on
22,to
23,Eclipse
24,that
25,allows
26,this
27,?
28,I
29,couldn
30,'t
31,find
32,one
33,.
34,If
35,not
36,","
37,do
38,you
39,have
40,a
41,builder
42,that
43,you
44,recommend
45,that
46,would
47,make
48,it
49,easy
50,to
51,go
52,to
53,my
54,python
55,project
56,directory
57,created
58,in
59,Eclipse
60,","
61,and
62,bundle
63,it
64,all
65,up
66,?
67,Thanks
68,","
69,Mark
