,0
0,What
1,is
2,the
3,most
4,efficient
5,way
6,to
7,find
8,the
9,intersection
10,of
11,2
12,lists
13,when
14,both
15,lists
16,contain
17,non
18,-hashables?
19,Basically
20,","
21,let
22,'s
23,say
24,I
25,have
26,the
27,following
28,lists
29,(which
30,I
31,completely
32,made
33,up
34,):
35,We
36,can
37,see
38,that
39,the
40,first
41,element
42,of
43,A
44,is
45,the
46,same
47,as
48,the
49,first
50,element
51,of
52,B
53,.
54,I
55,can
56,do
57,the
58,simple
59,thing
60,by
61,creating
62,a
63,for
64,loop
65,:
66,but
67,I
68,'m
69,just
70,wondering
71,if
72,there
73,is
74,a
75,more
76,efficient
77,","
78,cooler
79,","
80,or
81,simpler
82,way
83,.
84,For
85,example
86,","
87,there
88,is
89,:
90,...but
91,obviously
92,I
93,can
94,'t
95,use
96,set
97,or
98,frozenset
99,for
100,non
101,-hashables
102,because
103,I
104,get
105,Is
106,there
107,anything
108,like
109,this
110,for
111,non
112,-hashables?
