,0
0,@Jose
1,Yeah
2,Thank
3,you
4,.
5,I
6,seen
7,work
8,in
9,local
10,for
11,me
12,.
13,But
14,we
15,plan
16,to
17,use
18,Python
19,on
20,Google
21,App
22,Engine
23,and
24,It
25,not
26,allow
27,use
28,extend
29,library
30,.
31,But
32,I
33,find
34,how
35,to
36,do
37,it
38,use
39,standard
40,date
41,","
42,time
43,modules
44,Although
45,I
46,didn
47,'t
48,change
49,it
50,to
51,America
52,/Los
53,Angeles
54,time
55,zone
56,yet
57,","
58,but
59,it
60,should
61,be
62,easy
63,and
64,I
65,already
66,get
67,weekend
68,timestamp
