,0
0,SHA
1,-1
2,is
3,a
4,simple
5,cryptographic
6,hash
7,function
8,","
9,why
10,don
11,'t
12,you
13,just
14,convert
15,bellow
16,url
17,Image
18,:
19,u
20,'http://www.market1/ScaledImages/180x180x2/Global-BlaBand_Bistro_kastikkeet.jpg'
21,in
22,sha
23,-1
24,and
25,then
26,fine
27,the
28,image
29,in
30,directory
31,with
32,that
33,SHA
34,-1
35,?
36,other
37,then
38,that
39,you
40,can
41,simply
42,override
43,the
44,image
45,storage
46,mechanism
47,","
48,and
49,can
50,store
51,images
52,with
53,their
54,url
55,rather
56,then
57,SHA
58,-1
