,0
0,I
1,know
2,this
3,is
4,an
5,old
6,question
7,","
8,but
9,these
10,days
11,I
12,would
13,recommend
14,using
15,a
16,service
17,such
18,as
19,Sentry
20,to
21,capture
22,your
23,errors
24,.
25,On
26,Django
27,","
28,the
29,steps
30,to
31,set
32,this
33,up
34,are
35,incredibly
36,simple
37,.
38,From
39,the
40,"docs:
Install Raven using pip install raven
Add 'raven.contrib.django.raven_compat' to your settings.INSTALLED_APPS.
Add RAVEN_CONFIG = {""dsn"": YOUR_SENTRY_DSN} to your settings.
Then, on your 500 page (defined in handler500)"
41,","
42,pass
43,the
44,request
45,.sentry.id
46,to
47,the
48,template
49,and
50,your
51,users
52,can
53,reference
54,the
55,specific
56,error
57,without
58,any
59,of
60,your
61,internals
62,being
63,exposed
64,.
