,0
0,It
1,looks
2,like
3,you
4,may
5,need
6,to
7,have
8,it
9,running
10,in
11,2
12,different
13,processes
14,or
15,split
16,the
17,client
18,and
19,server
20,into
21,2
22,different
23,threads
24,.
25,I
26,got
27,this
28,to
29,work
30,on
31,my
32,Win7
33,box
34,just
35,"now:
client.py
server.py:
Results:
C:\Users\jon\Desktop>python.exe client.py
  String to send: ""Hello!""
Separate Console
C:\Users\jon\Desktop>python server.py
  Hello!
More good info on the Winsock Programmerâ€™s FAQ
The script your using hangs at sock, addr = listen_socket.accept()"
36,(until
37,a
38,timeout
39,is
40,reached
41,if
42,one
43,is
44,set
45,with
46,sock
47,.settimeout(x)).
48,If
49,using
50,sock
51,".setblocking(0),"
52,the
53,exception
54,socket
55,.error:
56,[Errno
57,10035
58,]
59,A
60,non
61,-blocking
62,socket
63,operation
64,could
65,not
66,be
67,completed
68,immediately
69,is
70,thrown
71,at
72,the
73,accept
74,()
75,line
76,and
77,this
78,is
79,what
80,happens
81,with
82,a
83,timeout
84,:
85,Results
86,in
87,:
