,0
0,i
1,found
2,there
3,are
4,several
5,posts
6,here
7,about
8,unloading
9,a
10,dll
11,using
12,ctypes
13,","
14,and
15,i
16,followed
17,exactly
18,the
19,way
20,said
21,to
22,be
23,working
24,from
25,ctypes
26,import
27,*
28,however
29,","
30,i
31,am
32,on
33,python
34,64
35,bit
36,and
37,my
38,dll
39,is
40,also
41,compiled
42,for
43,x64
44,","
45,and
46,i
47,got
48,an
49,error
50,from
51,the
52,last
53,line
54,above
55,"saying:
and i checked the handle to be a long int (int64)"
56,of
57,"'8791681138688',"
58,so
59,does
60,that
61,mean
62,windll
63,.kernel32
64,only
65,deals
66,with
67,int32
68,handle
69,?
70,Google
71,search
72,shows
73,kernal32
74,is
75,also
76,for
77,64bit
78,windows
79,.
80,how
81,should
82,i
83,deal
84,with
85,this
86,then
87,?
