,0
0,The
1,universal
2,problem
3,with
4,tabs
5,is
6,that
7,they
8,can
9,be
10,represented
11,differently
12,in
13,different
14,environment
15,.
16,In
17,a
18,given
19,editor
20,","
21,a
22,tab
23,might
24,be
25,8
26,spaces
27,or
28,it
29,might
30,be
31,2
32,.
33,In
34,some
35,editors
36,","
37,you
38,can
39,control
40,this
41,","
42,while
43,in
44,others
45,you
46,can
47,'t.
48,Another
49,issue
50,with
51,tabs
52,is
53,how
54,they
55,are
56,represented
57,in
58,printed
59,output
60,.
61,I
62,believe
63,most
64,printers
65,interpret
66,a
67,tab
68,as
69,8
70,spaces
71,.
72,With
73,spaces
74,","
75,there
76,is
77,no
78,doubt
79,.
80,Everything
81,will
82,line
83,up
84,as
85,the
86,author
87,intended
88,.
