,0
0,I
1,need
2,to
3,create
4,a
5,shell
6,script
7,(run.sh)
8,file
9,that
10,executes
11,my
12,python
13,code
14,present
15,in
16,Git
17,repository
18,and
19,append
20,it
21,to
22,the
23,repo
24,.
25,Since
26,this
27,is
28,my
29,first
30,time
31,","
32,I
33,am
34,confused
35,about
36,how
37,to
38,create
39,the
40,run
41,.sh
42,file
43,and
44,in
45,what
46,language
47,.
