,0
0,I
1,need
2,to
3,get
4,the
5,digest
6,of
7,a
8,PKCS
9,#7
10,envelop
11,to
12,manually
13,check
14,it
15,.
16,Usually
17,when
18,you
19,want
20,to
21,validate
22,the
23,signature
24,of
25,a
26,pkcs
27,#7
28,envelop
29,you
30,do
31,that
32,:
33,But
34,in
35,my
36,case
37,","
38,the
39,digest
40,type
41,is
42,md5sha1
43,that
44,is
45,not
46,recognized
47,by
48,openssl
49,:
50,What
51,I
52,need
53,to
54,do
55,I
56,to
57,get
58,the
59,pkcs
60,#7
61,signedContent
62,and
63,to
64,manually
65,check
66,it
67,.
68,What
69,I
70,need
71,is
72,a
73,Python
74,equivalent
75,to
76,org
77,.bouncycastle.cms.CMSSignedDataParser.
78,How
79,can
80,I
81,get
82,the
83,digest
84,to
85,be
86,able
87,to
88,validate
89,it
90,manually
91,without
92,having
93,to
94,use
95,sm_obj
96,.verify?
