,0
0,I
1,have
2,a
3,total
4,of
5,10
6,files
7,(could
8,be
9,more
10,at
11,some
12,point
13,-
14,but
15,it
16,will
17,be
18,a
19,fixed
20,number
21,).
22,They
23,'re
24,small
25,-
26,at
27,around
28,80
29,byte
30,.
31,While
32,reading
33,from
34,them
35,is
36,all
37,good
38,and
39,works
40,-
41,its
42,slow
43,.
44,I
45,guess
46,its
47,because
48,the
49,script
50,handles
51,them
52,one
53,by
54,one
55,and
56,waits
57,for
58,the
59,IO
60,-
61,so
62,I
63,started
64,to
65,read
66,into
67,Threading
68,and
69,Queue
70,but
71,I
72,couldnt
73,come
74,up
75,with
76,a
77,working
78,solution
79,...
80,Can
81,anyone
82,give
83,me
84,an
85,example
86,of
87,opening
88,several
89,files
90,threaded
91,?
92,Code
93,I
94,'d
95,like
96,to
97,put
98,into
99,several
100,threads
101,:
