,0
0,The
1,operator
2,.methodcaller
3,tool
4,is
5,exactly
6,what
7,you
8,'re
9,looking
10,for
11,:
12,Alternatively
13,you
14,can
15,use
16,a
17,list
18,comprehension
19,:
