,0
0,I
1,then
2,wanted
3,to
4,use
5,CNNs
6,in
7,Lasagne
8,","
9,but
10,didn
11,'t
12,get
13,it
14,to
15,work
16,the
17,same
18,way
19,","
20,as
21,the
22,predictions
23,were
24,always
25,0
26,...
27,recommend
28,you
29,to
30,look
31,at
32,the
33,MNIST
34,example
35,.
36,I
37,find
38,that
39,one
40,much
41,better
42,to
43,use
44,and
45,to
46,extend
47,","
48,as
49,old
50,code
51,snippets
52,didn
53,'t
54,fully
55,work
56,due
57,to
58,API
59,changes
60,over
61,time
62,.
63,I
64,'ve
65,amended
66,the
67,MNIST
68,example
69,","
70,my
71,target
72,vector
73,has
74,labels
75,0
76,or
77,1
78,and
79,create
80,the
81,output
82,layer
83,for
84,the
85,NN
86,this
87,way
88,:
89,And
90,for
91,the
92,CNN
93,:
