,0
0,A
1,good
2,place
3,to
4,begin
5,if
6,you
7,'re
8,considering
9,the
10,move
11,to
12,Python
13,is
14,to
15,rewrite
16,your
17,administrator
18,interface
19,in
20,Django
21,.
22,This
23,will
24,help
25,you
26,get
27,some
28,of
29,the
30,kinks
31,worked
32,out
33,in
34,terms
35,of
36,getting
37,Python
38,up
39,and
40,running
41,with
42,IIS
43,(or
44,to
45,migrate
46,it
47,to
48,Apache
49,).
50,Speaking
51,of
52,which
53,","
54,I
55,recommend
56,isapi
57,-wsgi.
58,It
59,'s
60,by
61,far
62,the
63,easiest
64,way
65,to
66,get
67,up
68,and
69,running
70,with
71,IIS
72,.
