,0
0,I
1,'m
2,a
3,MS
4,-SQL
5,guy
6,myself
7,","
8,and
9,we
10,'d
11,use
12,DBCC
13,PINTABLE
14,to
15,keep
16,a
17,table
18,cached
19,","
20,and
21,SET
22,STATISTICS
23,IO
24,to
25,see
26,that
27,it
28,'s
29,reading
30,from
31,cache
32,","
33,and
34,not
35,disk
36,.
37,I
38,can
39,'t
40,find
41,anything
42,on
43,Postgres
44,to
45,mimic
46,PINTABLE
47,","
48,but
49,pg_buffercache
50,seems
51,to
52,give
53,details
54,on
55,what
56,is
57,in
58,the
59,cache
60,-
61,you
62,may
63,want
64,to
65,check
66,that
67,","
68,and
69,see
70,if
71,your
72,table
73,is
74,actually
75,being
76,cached
77,.
78,A
79,quick
80,back
81,of
82,the
83,envelope
84,calculation
85,makes
86,me
87,suspect
88,that
89,you
90,'re
91,paging
92,from
93,disk
94,.
95,Assuming
96,Postgres
97,uses
98,4
99,-byte
100,integers
101,","
102,you
103,have
104,(6
105,*
106,4
107,)
108,bytes
109,per
110,row
111,","
112,so
113,your
114,table
115,is
116,a
117,minimum
118,of
119,(24
120,*
121,350
122,",000)"
123,bytes
124,~
125,8
126,.4MB.
127,Assuming
128,40
129,MB
130,/s
131,sustained
132,throughput
133,on
134,your
135,HDD
136,","
137,you
138,'re
139,looking
140,at
141,right
142,around
143,200ms
144,to
145,read
146,the
147,data
148,"(which,"
149,as
150,pointed
151,out
152,","
153,should
154,be
155,where
156,almost
157,all
158,of
159,the
160,time
161,is
162,being
163,spent
164,).
165,Unless
166,I
167,screwed
168,up
169,my
170,math
171,somewhere
172,","
173,I
174,don
175,'t
176,see
177,how
178,it
179,'s
180,possible
181,that
182,you
183,are
184,able
185,to
186,read
187,8MB
188,into
189,your
190,Java
191,app
192,and
193,process
194,it
195,in
196,the
197,times
198,you
199,'re
200,showing
201,-
202,unless
203,that
204,file
205,is
206,already
207,cached
208,by
209,either
210,the
211,drive
212,or
213,your
214,OS
215,.
