,0
0,new_row
1,.append(image[r][c])
2,should
3,be
4,outside
5,of
6,the
7,if
8,.
9,Also
10,","
11,you
12,'re
13,flipping
14,the
15,image
16,horizontally
17,...
18,twice
19,.
20,Make
21,your
22,for
23,loop
24,use
25,range
26,"(0,cols/2,3)."
27,(That
28,may
29,also
30,eliminate
31,the
32,need
33,for
34,that
35,if
36,.)
37,You
38,'re
39,also
40,modifying
41,the
42,original
43,image
44,in
45,-place;
46,are
47,you
48,sure
49,you
50,want
51,to
52,do
53,that
54,?
55,Seems
56,a
57,simpler
58,solution
59,might
60,be
61,to
62,loop
63,through
64,each
65,row
66,in
67,reverse
68,","
69,appending
70,to
71,a
72,row
73,for
74,the
75,new
76,image
77,.
