,0
0,I
1,was
2,wondering
3,how
4,I
5,can
6,make
7,a
8,custom
9,QDialog
10,message
11,box
12,with
13,my
14,own
15,buttons
16,","
17,similar
18,to
19,the
20,code
21,below
22,.
23,So
24,far
25,I
26,have
27,this
28,code
29,","
30,which
31,works
32,pretty
33,well
34,.
35,The
36,problem
37,with
38,this
39,code
40,is
41,that
42,it
43,launches
44,from
45,a
46,full
47,screen
48,application
49,","
50,and
51,it
52,steals
53,the
54,focus
55,of
56,it
57,(the
58,main
59,taskbar
60,on
61,the
62,top
63,appears
64,along
65,with
66,the
67,QDialog
68,object
69,).
70,I
71,want
72,this
73,to
74,work
75,seamlessly
76,with
77,my
78,fullscreen
79,application
80,in
81,the
82,background
83,","
84,meaning
85,no
86,taskbar
87,at
88,the
89,top
90,should
91,appear
92,when
93,I
94,click
95,on
96,a
97,button
98,to
99,show
100,this
101,message
102,box
103,.
104,I
105,'m
106,working
107,in
108,Ubuntu
109,11
110,.10
111,with
112,PyQt4
113,and
114,Python
115,2
116,.7.2.
