,0
0,I
1,'m
2,trying
3,to
4,make
5,my
6,first
7,GUI
8,program
9,.
10,The
11,problem
12,is
13,","
14,that
15,I
16,can
17,'t
18,figure
19,out
20,how
21,to
22,make
23,a
24,main
25,menu
26,","
27,which
28,would
29,switch
30,to
31,one
32,of
33,the
34,programs
35,after
36,clicking
37,a
38,button
39,.
40,I
41,know
42,that
43,I
44,'m
45,doing
46,it
47,wrong
48,.
49,I
50,just
51,have
52,no
53,idea
54,how
55,to
56,do
57,it
58,","
59,So
60,i
61,gave
62,it
63,a
64,try
65,of
66,how
67,could
68,it
69,be
70,.
71,Please
72,help
73,me
74,.
