,0
0,Use
1,filter
2,()
3,instead
4,of
5,get
6,().
7,get
8,fetches
9,only
10,one
11,result
12,.
13,I
14,'m
15,guessing
16,you
17,'re
18,not
19,using
20,any
21,relationship
22,between
23,your
24,models
25,.
26,I
27,suggest
28,you
29,start
30,doing
31,that
32,.
