,0
0,I
1,'m
2,trying
3,to
4,use
5,NetBeans
6,8
7,.1
8,with
9,Cygwin
10,to
11,write
12,","
13,compile
14,and
15,debug
16,a
17,C
18,program
19,.
20,I
21,knew
22,nothing
23,about
24,C
25,when
26,I
27,started
28,this
29,","
30,and
31,somehow
32,found
33,my
34,way
35,to
36,fixing
37,all
38,the
39,compiler
40,errors
41,.
42,But
43,when
44,it
45,came
46,time
47,to
48,debug
49,there
50,was
51,no
52,debugger
53,!
54,Long
55,story
56,short
57,","
58,there
59,'s
60,no
61,gdb
62,.exe
63,in
64,the
65,Cygwin
66,/bin
67,directory
68,and
69,even
70,a
71,fresh
72,install
73,of
74,Cygwin
75,didn
76,'t
77,produce
78,one
79,.
80,I
81,tried
82,another
83,gcc
84,compiler
85,that
86,did
87,have
88,gdb
89,","
90,but
91,Netbeans
92,won
93,'t
94,use
95,it
96,.
97,I
98,really
99,don
100,'t
101,know
102,anything
103,about
104,debugging
105,C
106,in
107,Netbeans
108,with
109,Cygwin
110,.
111,All
112,I
113,wanted
114,to
115,do
116,was
117,just
118,bash
119,my
120,way
121,through
122,this
123,one
124,C
125,program
126,because
127,I
128,need
129,to
130,access
131,a
132,C
133,library
134,.
135,Alternatively
136,","
137,does
138,anyone
139,know
140,if
141,and
142,how
143,to
144,run
145,a
146,C
147,subroutine
148,in
149,python
150,?
151,(A
152,vastly
153,superior
154,language
155,to
156,C
157,"/C++,"
158,in
159,my
160,opinion
161,.)
162,I
163,would
164,be
165,delighted
166,to
167,get
168,access
169,to
170,this
171,C
172,library
173,from
174,either
175,NetBeans
176,or
177,rewrite
178,my
179,access
180,code
181,in
182,python
183,.
