,0
0,i
1,'ve
2,been
3,looking
4,into
5,game
6,development
7,in
8,python
9,and
10,i
11,'m
12,very
13,new
14,to
15,it
16,","
17,i
18,tryed
19,to
20,copy
21,a
22,space
23,invaders
24,and
25,here
26,is
27,what
28,i
29,came
30,up
31,with
32,","
33,it
34,is
35,massively
36,inspired
37,from
38,tutorials
39,and
40,code
41,i
42,found
43,online
44,.
45,What
46,im
47,trying
48,to
49,do
50,know
51,is
52,to
53,get
54,the
55,background
56,moving
57,so
58,i
59,thought
60,it
61,would
62,be
63,a
64,good
65,idea
66,to
67,create
68,2
69,sprites
70,with
71,2
72,background
73,image
74,and
75,make
76,them
77,move
78,one
79,after
80,the
81,other
82,.
83,As
84,soon
85,as
86,one
87,is
88,out
89,of
90,the
91,screen
92,it
93,should
94,reappear
95,at
96,the
97,bottom
98,and
99,so
100,on
101,.
102,But
103,it
104,does
105,not
106,work
107,i
108,am
109,not
110,sure
111,what
112,is
113,going
114,wrong
115,.
116,Here
117,is
118,what
119,i
120,have
121,to
122,far
123,:
