,0
0,It
1,appears
2,that
3,freetds
4,v0
5,.95
6,is
7,not
8,compatible
9,with
10,Ubuntu
11,16
12,.04
13,and
14,neither
15,is
16,the
17,latest
18,version
19,of
20,pymssql
21,since
22,it
23,ships
24,with
25,v0
26,.95
27,and
28,it
29,appears
30,there
31,isn
32,'t
33,much
34,you
35,can
36,do
37,to
38,swap
39,the
40,version
41,it
42,uses
43,out
44,.
45,I
46,was
47,able
48,to
49,get
50,this
51,to
52,work
53,by
54,doing
55,the
56,following
57,:
58,Also
59,note
60,that
61,it
62,will
63,not
64,work
65,with
66,the
67,Anaconda
68,Interpreter
69,.
70,I
71,have
72,only
73,tested
74,the
75,Anaconda
76,Interpreter
77,and
78,the
79,standard
80,CPython
81,interpreter
82,.
