,0
0,I
1,need
2,to
3,make
4,fields
5,with
6,autocomplete
7,for
8,my
9,custom
10,forms
11,.
12,It
13,'s
14,just
15,a
16,drop
17,-down
18,menu
19,with
20,matched
21,cities
22,","
23,countries
24,etc
25,.
26,I
27,also
28,use
29,django
30,-cities
31,for
32,that
33,.
34,So
35,","
36,I
37,subclassed
38,AutocompleteModelBase
39,.
40,Here
41,","
42,I
43,can
44,declare
45,search_fields
46,attribute
47,with
48,list
49,of
50,fields
51,from
52,model
53,","
54,on
55,which
56,the
57,search
58,will
59,be
60,applied
61,.
62,But
63,what
64,if
65,I
66,want
67,to
68,search
69,not
70,by
71,the
72,fields
73,","
74,but
75,by
76,","
77,for
78,example
79,","
80,info
81,from
82,related
83,managers
84,?
85,In
86,django
87,"-cities,"
88,there
89,is
90,special
91,related
92,manager
93,for
94,so
95,-called
96,alternative
97,names
98,.
99,It
100,returns
101,queryset
102,with
103,names
104,for
105,some
106,geo
107,object
108,in
109,foreign
110,languages
111,.
112,Something
113,like
114,this: Country.objects.get(code='US')
115,.alt_names.filter(language='de')
116,So
117,","
118,I
119,need
120,to
121,search
122,by
123,the
124,results
125,of
126,such
127,operations
128,.
129,Not
130,by
131,the
132,fields
133,of
134,the
135,model
136,","
137,but
138,by
139,translated
140,names
141,","
142,which
143,don
144,'t
145,belong
146,to
147,actually
148,fields
149,.
150,Thanks
151,.
