,0
0,If
1,the
2,3rd
3,party
4,project
5,is
6,using
7,setuptools
8,or
9,distribute
10,","
11,you
12,can
13,do
14,python
15,setup
16,.py
17,develop
18,instead
19,of
20,install
21,.
22,This
23,will
24,create
25,the
26,appropriate
27,sym
28,-links
29,in
30,the
31,site
32,-packages
33,dir
34,for
35,you
36,.
