,0
0,You
1,can
2,use
3,a
4,StringIO
5,file
6,object
7,instead
8,of
9,a
10,regular
11,file
12,as
13,well
14,with
15,both
16,PIL
17,Image
18,.open
19,and
20,Image
21,.save
22,There
23,'s
24,also
25,a
26,frombuffer
27,function
