,0
0,I
1,am
2,trying
3,to
4,generate
5,a
6,PDF
7,via
8,Python
9,using
10,"""ReportLab"""
11,and
12,I
13,would
14,like
15,to
16,add
17,an
18,image
19,to
20,it
21,.
22,The
23,image
24,that
25,I
26,have
27,to
28,use
29,is
30,a
31,PNG
32,but
33,it
34,has
35,this
36,format
37,:
38,I
39,don
40,'t
41,know
42,very
43,well
44,what
45,to
46,do
47,","
48,first
49,I
50,think
51,that
52,I
53,need
54,to
55,transform
56,that
57,URI
58,to
59,an
60,image
61,but
62,i
63,don
64,'t
65,know
66,how
67,to
68,do
69,it
70,and
71,then
72,","
73,use
74,something
75,like
76,:
77,In
78,order
79,to
80,convert
81,the
82,.PNG
83,to
84,.JPG.
85,Can
86,someone
87,help
88,me
89,?
