,0
0,I
1,realise
2,this
3,doesn
4,'t
5,exactly
6,answer
7,your
8,question
9,","
10,but
11,there
12,'s
13,a
14,library
15,called
16,Squirtle
17,that
18,will
19,render
20,SVG
21,files
22,using
23,either
24,Pyglet
25,or
26,PyOpenGL
27,.
