,0
0,When
1,you
2,print
3,self
4,".data,"
5,you
6,should
7,see
8,a
9,list
10,of
11,paths
12,printed
13,out
14,.
15,Anyway
16,","
17,I
18,wrote
19,up
20,a
21,tutorial
22,on
23,drag
24,-n-drop
25,a
26,while
27,ago
28,which
29,shows
30,how
31,to
32,do
33,this
34,.
35,Here
36,'s
37,a
38,slightly
39,modified
40,version
41,of
42,my
43,code
44,that
45,both
46,prints
47,out
48,the
49,file
50,paths
51,to
52,stdout
53,and
54,to
55,a
56,text
57,control
58,too
59,:
