,0
0,map
1,()
2,will
3,return
4,a
5,list
6,of
7,the
8,values
9,of
10,each
11,object
12,in
13,mylist
14,passed
15,to
16,expensive
17,().
18,Then
19,you
20,can
21,list
22,-comprehend
23,that
24,","
25,and
26,discard
27,unnecessary
28,values
29,.
30,This
31,is
32,somewhat
33,like
34,a
35,nested
36,comprehension
37,","
38,but
39,should
40,be
41,faster
42,(since
43,the
44,python
45,interpreter
46,can
47,optimize
48,it
49,fairly
50,easily
51,).
