,0
0,You
1,can
2,'t
3,pass
4,CPython
5,-specific
6,PyXxx
7,structures
8,via
9,CFFI: you need to pass standard C data.  Normally I'd answer that you need to design your cdef()
10,'ed
11,function
12,with
13,a
14,standard
15,C
16,interface
17,","
18,for
19,example
20,something
21,like
22,:
23,Then
24,you
25,need
26,to
27,manually
28,convert
29,the
30,myimage
31,to
32,a
33,numpy
34,array
35,","
36,somewhere
37,in
38,the
39,"""..."""
40,code
41,above
42,.
43,One
44,better
45,alternative
46,is
47,to
48,use
49,a
50,Python
51,callback
52,:
53,a
54,callback
55,that
56,makes
57,the
58,numpy
59,array
60,according
61,to
62,spec
63,and
64,returns
65,a
66,C
67,-standard
68,float
69,*
70,pointer
71,.
72,The
73,numpy
74,array
75,itself
76,is
77,saved
78,somewhere
79,in
80,the
81,callback
82,.
83,You
84,could
85,save
86,it
87,as
88,a
89,Python
90,global
91,","
92,or
93,more
94,cleanly
95,use
96,a
97,"""handle"""
98,you
99,pass
100,via
101,C
102,.
103,Requires
104,the
105,API
106,version
107,","
108,not
109,the
110,ABI
111,.
112,In
113,_example_build
114,.py:
115,In
116,file
117,example
118,.py:
