,0
0,There
1,are
2,two
3,types
4,of
5,site
6,-packages
7,directories
8,","
9,global
10,and
11,per
12,user
13,.
14,Global
15,site
16,-packages
17,"(""dist-packages"")"
18,directories
19,are
20,listed
21,in
22,sys
23,.path
24,when
25,you
26,"run:
For a more concise list run getsitepackages from the site module in Python code:
Note: With virtualenvs getsitepackages is not available, sys.path from above will list the virtualenv's site-packages directory correctly, though.
The per user site-packages directory (PEP 370)"
27,is
28,where
29,Python
30,installs
31,your
32,local
33,packages
34,:
35,If
36,this
37,points
38,to
39,a
40,non
41,-existing
42,directory
43,check
44,the
45,exit
46,status
47,of
48,Python
49,and
50,see
51,python
52,-m
53,site
54,--help
55,for
56,explanations
57,.
