,0
0,I
1,would
2,advise
3,putting
4,these
5,buttons
6,on
7,a
8,relative
9,layout
10,","
11,and
12,then
13,manipulating
14,their
15,pos_hint
16,properties
17,for
18,positioning
19,.
20,Screenshot
21,:
22,Code
23,:
