,0
0,The
1,local
2,function
3,in
4,the
5,second
6,variant
7,won
8,'t
9,be
10,compiled
11,over
12,and
13,over
14,again
15,--
16,it
17,is
18,compiled
19,once
20,together
21,with
22,the
23,whole
24,file
25,","
26,and
27,its
28,body
29,is
30,stored
31,in
32,a
33,code
34,object
35,.
36,The
37,only
38,thing
39,that
40,happens
41,during
42,the
43,execution
44,of
45,the
46,outer
47,function
48,is
49,that
50,the
51,code
52,object
53,is
54,wrapped
55,in
56,a
57,new
58,function
59,object
60,which
61,is
62,then
63,bound
64,to
65,the
66,local
67,name
68,myFunc
69,.
70,There
71,might
72,be
73,a
74,difference
75,between
76,the
77,two
78,variants
79,if
80,myFunc
81,()
82,takes
83,default
84,parameters
85,.
86,Their
87,definition
88,would
89,be
90,executed
91,over
92,and
93,over
94,again
95,in
96,the
97,second
98,variant
99,","
100,resulting
101,in
102,a
103,possible
104,performance
105,hit
106,.
107,Exaggerated
108,"example:
With the daft code above, myClass.myFunc2()"
109,will
110,return
111,immediately
112,","
113,while
114,myClass2
115,.myFunc2()
116,takes
117,a
118,second
119,to
120,execute
121,.
