,0
0,I
1,have
2,added
3,an
4,Object
5,/Image
6,on
7,the
8,main_screen
9,","
10,the
11,object
12,is
13,called
14,cancer_cell
15,.
16,What
17,I
18,'m
19,trying
20,to
21,do
22,here
23,is
24,that
25,I
26,want
27,the
28,object
29,move
30,smoothly
31,.
32,I
33,have
34,to
35,repeatedle
36,press
37,on
38,the
39,arrow
40,keys
41,to
42,keep
43,it
44,moving
45,.
46,How
47,do
48,I
49,make
50,it
51,move
52,while
53,arrow
54,keys
55,are
56,pressed
57,?
58,here
59,'s
60,the
61,code
62,:
63,someone
64,told
65,me
66,to
67,try
68,the
69,solution
70,at
71,How
72,to
73,use
74,pygame
75,.KEYDOWN:
76,but
77,that
78,didn
79,'t
80,work
81,either
82,.
83,Or
84,maybe
85,i
86,did
87,it
88,wrong
89,:
