,0
0,I
1,'m
2,developing
3,zmq
4,/protobuf
5,application
6,and
7,I
8,have
9,a
10,problem
11,with
12,deserialization
13,of
14,messages
15,sent
16,from
17,C
18,++
19,to
20,python
21,.
22,I
23,easily
24,handle
25,messages
26,from
27,python
28,to
29,C
30,++
31,however
32,in
33,the
34,other
35,direction
36,I
37,have
38,a
39,problem
40,.
41,Protobuf
42,library
43,in
44,python
45,client
46,application
47,complains
48,that
49,it
50,"detected:
File ""C:\Python27\lib\site-packages\google\protobuf\internal\python_message.py"", line 844, in MergeFromString
    raise message_mod.DecodeError('Unexpected end-group tag.')"
51,I
52,presume
53,there
54,is
55,a
56,problem
57,between
58,C
59,++
60,serizalization
61,and
62,python
63,deserialization
64,.
65,I
66,'m
67,wondering
68,if
69,there
70,is
71,some
72,problem
73,with
74,null
75,terminator
76,in
77,C
78,/C++.
79,I
80,'m
81,using
82,RaspberryPi
83,running
84,Raspian
85,for
86,C
87,++
88,code
89,and
90,x64
91,CPU
92,running
93,Windows
94,7
95,for
96,python
97,code
98,.
99,This
100,is
101,my
102,C
103,++
104,serialization
105,code
106,..
107,This
108,is
109,my
110,python
111,deserialization
112,code
113,..
114,I
115,debugged
116,that
117,deserialization
118,fails
119,in
120,this
121,function
122,\google\protobuf\internal\python_message.py
123,Could
124,you
125,help
126,me
127,with
128,enabling
129,my
130,application
131,?
