,0
0,Just
1,a
2,beginner
3,at
4,Python
5,trying
6,to
7,make
8,a
9,GPA
10,calculator
11,as
12,a
13,basic
14,project
15,","
16,but
17,getting
18,an
19,error
20,in
21,syntax
22,:
23,"""expected"
24,an
25,indented
26,block
27,""""
28,Not
29,in
30,code
31,:
32,iuashd
33,;alksdjas;kjdha;slkjaskljsakdljas;ljlkjf;lkjsFLKAJSD;KJASD;KLk;jaS'LKDJ;ldjk;'DH'AHKL'ASJKLASJKQIOWJWQOIH
