,0
0,I
1,'m
2,learning
3,python
4,these
5,days
6,","
7,and
8,I
9,have
10,a
11,rather
12,basic
13,question
14,.
15,There
16,'s
17,a
18,remote
19,server
20,where
21,a
22,webserver
23,is
24,listening
25,in
26,on
27,incoming
28,traffic
29,.
30,If
31,I
32,enter
33,a
34,uri
35,like
36,the
37,following
38,in
39,my
40,browser
41,","
42,it
43,performs
44,certain
45,processing
46,on
47,some
48,files
49,for
50,"me:  
My rather basic question is: how can I achieve sending the above dynamic parameters (i.e. container = container_name and video = video_name)"
51,to
52,223
53,.58.1.10:8000/processVideo
54,via
55,a
56,python
57,script
58,?
59,I
60,'ve
61,seen
62,ways
63,to
64,ping
65,an
66,IP
67,","
68,but
69,my
70,requirements
71,are
72,more
73,than
74,that
75,.
76,Guidance
77,from
78,experts
79,will
80,be
81,very
82,helpful
83,.
84,Thanks
85,!
