,0
0,I
1,'ve
2,used
3,ConfigParser
4,for
5,quite
6,a
7,while
8,for
9,simple
10,configs
11,.
12,One
13,thing
14,that
15,'s
16,bugged
17,me
18,for
19,a
20,long
21,time
22,is
23,the
24,DEFAULT
25,section
26,.
27,I
28,'m
29,not
30,really
31,sure
32,what
33,'s
34,an
35,appropriate
36,use
37,.
38,I
39,'ve
40,read
41,the
42,documentation
43,","
44,but
45,I
46,would
47,really
48,like
49,to
50,see
51,some
52,clever
53,examples
54,of
55,its
56,use
57,and
58,how
59,it
60,affects
61,other
62,sections
63,in
64,the
65,file
66,(something
67,that
68,really
69,illustrates
70,the
71,kind
72,of
73,things
74,that
75,are
76,possible
77,).
