,0
0,r1
1,is
2,a
3,list
4,of
5,strings
6,not
7,actual
8,floats
9,/ints
10,so
11,obviously
12,you
13,cannot
14,divide
15,a
16,string
17,by
18,a
19,an
20,int
21,","
22,you
23,need
24,to
25,cast
26,to
27,float
28,in
29,your
30,lambda
31,or
32,convert
33,the
34,list
35,content
36,to
37,floats
38,before
39,you
40,pass
41,it
42,:
43,The
44,change
45,does
46,work
47,:
48,Also
49,using
50,sum
51,would
52,be
53,a
54,lot
55,simpler
56,to
57,get
58,the
59,average
60,:
