,0
0,fork
1,()
2,has
3,in
4,fact
5,been
6,duplicated
7,in
8,Windows
9,","
10,under
11,Cygwin
12,","
13,but
14,it
15,'s
16,pretty
17,hairy
18,.
19,The
20,fork
21,call
22,in
23,Cygwin
24,is
25,particularly
26,interesting
27,because
28,it
29,does
30,not
31,map
32,well
33,on
34,top
35,of
36,the
37,Win32
38,API
39,.
40,This
41,makes
42,it
43,very
44,difficult
45,to
46,implement
47,correctly
48,.
49,See
50,the
51,The
52,Cygwin
53,User
54,'s
55,Guide
56,for
57,a
58,description
59,of
60,this
61,hack
62,.
